5.488160	6.813323	ooh toys
10.163259	12.760200	[foreign]
17.950536	18.882426	[speech]
23.248077	23.554491	[gasp]
25.183647	25.866254	baby
37.343152	39.527494	[foreign]
41.171819	43.125592	[foreign]
45.115770	46.268618	[foreign]
48.568245	51.486769	[foreign]
52.733664	53.622570	[foreign]
55.385213	56.404573	[foreign]
60.518417	62.532866	[foreign]
63.455144	67.511347	[foreign]
69.434781	70.114354	[foreign]
70.675609	71.822389	[foreign]
73.339293	78.190353	mmm [foreign] [laugh]
84.221565	85.134742	[foreign]
86.175338	88.613132	[foreign]
93.010509	93.975260	[foreign]
94.475839	97.242672	[foreign]
98.648073	100.097487	[foreign]
102.020921	102.742968	[foreign]
104.718560	106.768832	[foreign]
107.833699	108.371502	[foreign]
110.844959	112.044625	[foreign]
113.355691	114.077277	[foreign]
115.035961	115.821717	[foreign]
116.385609	118.300339	[foreign]
119.968934	121.224931	[foreign]
123.703553	124.270875	[foreign]
127.717282	129.036988	[foreign]
130.450743	133.611972	[foreign]
134.849766	135.398885	[foreign]
136.397008	137.404233	[foreign]
142.919697	143.987598	[laugh]
148.171220	149.578908	[foreign]
153.058686	153.480386	[foreign]
154.023437	154.608962	[laugh]
159.551037	160.458146	a party
165.391478	166.434749	[foreign]
168.230764	169.134839	[foreign]
172.508434	173.903471	[foreign]
175.692668	176.907457	[foreign]
177.356461	178.430429	[foreign]
185.132113	186.048323	choo choo
190.719785	192.855105	[foreign]
195.201324	195.811119	[foreign]
206.214050	207.181835	[foreign]
208.510571	210.291780	[foreign]
211.611195	212.967586	[foreign]
214.745120	215.078839	ah
216.774738	217.642407	[foreign]
219.332239	219.999677	oopsie
224.264549	225.002427	[foreign]
225.784834	227.514421	[foreign] whoops
228.509510	229.437856	[foreign]
232.629423	233.211914	mmm
234.316220	237.377333	[foreign]
257.018211	258.374324	[laugh]
259.114573	259.902034	cheers
270.591472	273.880120	[drinknoise] [foreign]
276.185815	277.359899	[foreign] cheers
279.365247	283.899095	[drinknoise] [foreign]
288.614372	289.245383	[foreign]
291.822065	293.945732	[foreign]
299.546573	300.717193	cheers
304.208600	307.640344	[laugh]
312.797807	314.269217	[foreign]
317.706522	318.037207	[gasp]
322.148486	328.109452	[foreign]
328.546321	328.948497	[foreign]
330.035921	331.067842	[foreign]
333.456099	336.133876	[foreign]
338.758121	340.186885	[foreign]
348.111353	349.519041	[foreign]
351.534435	354.002567	[foreign] [laugh]
358.986756	360.501428	[foreign]
362.761616	363.217459	[laugh]
365.519348	368.565292	[foreign]
370.337036	371.353362	hello
374.559685	376.932537	a babycino [laugh]
378.540455	380.124104	[foreign] babycino
380.594344	383.058366	[foreign] babycino [drinknoise]
395.214268	396.354980	[foreign]
400.757037	401.725113	[laugh]
407.034127	408.253578	[foreign]
411.933588	414.321196	[foreign]
431.850543	433.097438	[foreign]
446.737443	448.442443	[foreign]
451.151634	455.219972	[foreign]
458.359027	459.446068	[foreign]
467.904326	469.051106	mhm
