19.009575	19.786780	okay
22.586900	24.572444	[gasp] [speech]
31.380970	32.033300	hang on hang on
32.887469	33.435771	good boy
37.047600	38.642500	babyname look babyname
39.871665	40.307100	look
41.692900	42.041400	[speech]
43.820800	45.801843	ready babyname look ready
51.110600	51.625555	[speech]
55.208149	56.139730	look look
66.784900	67.132385	in here
72.471675	73.142413	good boy
75.543231	75.862630	[gasp]
78.478100	78.879900	look
83.594900	84.182979	the sound
84.720634	84.964300	look
88.164822	91.036400	yay [laugh] that is it put it back together then
92.299200	92.844020	and the lid
94.089677	95.218220	pink one this one
100.298300	101.065000	good boy
104.629850	107.020020	which one is next no that one that one
107.903691	109.113300	babyname look that one
110.772961	111.555489	the yellow one
112.819700	113.253628	in there
119.301800	119.987627	good boy
136.037436	136.442009	other way
137.309710	138.805563	other way other way
141.245000	141.667300	look
146.146421	146.784100	look look look
152.766000	153.481955	ready
160.870723	161.349822	and that one
161.962004	162.430456	that one there
168.286107	169.089929	good boy
170.490300	171.605500	that is not my truck
172.214717	172.663300	look here
175.320100	176.382877	it is too squashy
178.320565	180.535066	that is not my truck look
182.376935	184.005871	the tank is too shiny
185.619300	186.254800	can you see
187.808700	189.409040	babyname [speech] look
193.412177	194.242615	you like them do you
197.566700	198.128400	can you see
201.162930	202.039800	well done
202.935596	203.216500	look
204.899901	205.751632	where is babyname
206.688536	207.747877	can you see babyname in there
209.538700	209.879000	[laugh]
211.985239	213.663300	its tank is too shiny
214.508493	215.807600	that is not my truck
216.520708	218.154967	its hubcaps are too rough
219.549677	221.006400	[gasp] look at this
226.060097	227.023618	good boy
232.746186	235.823800	that is not my truck its hubcaps are too rough
236.642856	236.988200	feel
239.435900	239.837700	see
241.444491	242.152492	ready
255.237212	255.897304	mummy help
258.292798	258.808400	should I help
261.337737	262.673890	that is not my truck
264.048200	264.281900	[gasp]
265.011700	265.557000	look
266.774700	267.471700	what is the noise
272.678700	273.609400	that is not my truck
274.757400	276.909900	its mixer is too bumpy
278.217984	279.443700	is that good [speech]
281.387100	282.280900	turn the next page
284.781900	285.484315	what is next
287.311600	288.348261	that is not my truck
289.498098	292.252100	its radiator is too lumpy
296.885100	297.291438	[laugh]
300.095400	304.654600	that is my truck its tipper is so ridgy look
306.557000	307.730468	yay [laugh]
309.431100	310.152579	finished
310.983017	312.026387	finished good boy
316.476683	316.875932	[gasp] 
317.626520	318.192800	what is this one
319.479035	321.331550	neenaw neenaw neenaw
322.239500	322.891283	[laugh]
323.673811	324.493602	good boy
325.974600	327.692918	neenaw neenaw neenaw
329.971298	330.572834	what is this one
330.993376	332.292700	is that a car
333.287727	334.756800	babyname is it car
335.810980	337.368500	car good boy
338.664280	338.957062	[gasp]
340.053666	341.113007	neenaw neenaw
360.915756	361.746194	beep beep
362.411609	363.316573	say beep beep
364.338651	365.658834	[speech] babyname beep beep
367.187800	368.506810	beep beep good boy
372.226700	373.108200	beep beep
385.621283	386.206848	what is that one
386.776443	388.011700	thank you good boy
390.108842	391.209700	[gasp] good boy
392.429809	393.079254	put the lid on
395.486000	396.248600	tea please
398.872600	399.733600	thank you
400.709400	401.086600	that is it
406.632426	409.528312	mmm is that nice more more
410.204374	410.545066	more
413.765675	414.411600	finished
414.942128	415.592400	thank you
418.933900	419.934300	is that nice in your belly
423.464763	424.153200	thank you
429.487300	430.161499	thank you
436.810326	437.763200	shall we put these in there
445.460720	446.002100	on this one
448.769600	449.431917	good boy
450.166535	450.745800	and these
453.616046	454.103700	these ones
456.309646	456.767452	[speech]
472.352800	473.066200	look this one
474.775900	475.222800	this one
476.428200	476.920200	do a swap
478.518536	478.976342	that one
482.684800	483.209600	and that one
486.407696	488.109100	good boy and that one
489.532485	490.864300	that is it ooh
491.896039	494.267300	ready and again this one
494.988887	495.439900	this one
496.000318	496.571500	gentle
498.847000	499.720300	gentle
502.744964	503.053717	[speech]
503.852215	504.566500	and this one
506.428702	507.392223	careful
508.813549	509.462994	gentle
509.990003	510.560700	[speech]
513.434190	514.269952	good boy
515.550400	516.370400	and this one
518.997060	519.949934	yay
524.000500	524.522665	[speech] again
527.887300	528.444900	yay
529.122014	530.053595	good job
532.928187	534.914700	yay oh and again
538.535000	540.138100	steady that is it
544.831130	545.634952	good boy
549.170400	550.537729	[gasp] ooh and again
554.373300	554.881700	that is it
555.775876	557.692271	finished ready look one
558.517385	559.121100	one
559.779012	560.367500	two
561.536000	562.158536	three
562.749425	564.049300	[laugh]
564.633880	566.316600	uh oh and again
568.079600	568.608500	this one
569.872026	570.301800	this one
573.954900	576.425033	this one this ooh
576.888162	577.341500	this one
580.933100	581.679150	oh okay
582.216805	583.376700	and 
583.888327	584.527126	this one
588.169600	588.649300	this one
592.331100	592.864100	and this one
593.890845	594.412531	mmm
595.136502	596.339572	[laugh] good job
597.947215	598.333500	yeah
601.024094	601.765200	yay
602.951135	605.016500	what about this [speech] look that one
606.012044	606.513000	that one
609.035690	609.525435	that one
614.885200	615.508847	babyname
619.325667	620.899900	good boy this one
622.703900	623.440593	steady
624.241400	625.139300	steady
627.646016	628.252874	on this one
634.273549	634.742001	this one
